0.34818205,0.0054406016,0.17633587,0.010881203,2.5290077,0.0,1.0,2.0
0.9478498,0.8079211,0.9687416,1.6158422,4.9062247,0.0,1.0,2.0
0.2887636,0.450703,0.29179972,0.901406,2.875399,0.0,1.0,2.0
0.62086165,0.59616053,0.09807767,1.1923211,2.294233,0.0,1.0,2.0
0.017327862,0.823534,0.6032455,1.647068,3.8097365,0.0,1.0,2.0
0.06374773,0.86418086,0.9055053,1.7283617,4.716516,0.0,1.0,2.0
0.33667052,0.23504795,0.6865279,0.4700959,4.0595837,0.0,1.0,2.0
0.82834285,0.35440725,0.123982616,0.7088145,2.3719478,0.0,1.0,2.0
0.92590517,0.41533554,0.62911564,0.8306711,3.887347,0.0,1.0,2.0
0.5316418,0.52066636,0.3490727,1.0413327,3.047218,0.0,1.0,2.0
0.59172714,0.33745423,0.8878173,0.67490846,4.663452,0.0,1.0,2.0
0.22836414,0.524718,0.10873445,1.049436,2.3262033,0.0,1.0,2.0
